"Transaction_ID","Date_of_Purchase","Time_of_Purchase","Purchase_Type","Payment_Method","Railcard","Ticket_Class","Ticket_Type","Price","Departure_Station","Arrival_Destination","Date_of_Journey","Departure_Time","Arrival_Time","Actual_Arrival_Time","Journey_Status","Reason_for_Delay","Refund_Request"
"02519302-c9a3-4156-9b3f","2024-02-06","09:24:16","Station","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-02-14","07:45:00","09:35:00","09:35:00","On Time","None","No"
"025bb3d9-5db5-4473-bd8d","2024-01-27","17:36:31","Station","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-28","16:00:00","17:20:00","17:20:00","On Time","None","No"
"025fbafa-acf0-4df6-85ed","2024-02-15","12:48:27","Station","Credit Card","None","Standard","Off-Peak","53","London Kings Cross","York","2024-02-15","14:15:00","16:05:00","16:05:00","On Time","None","No"
"02615fec-616a-43bd-8979","2024-02-06","03:05:41","Online","Credit Card","None","Standard","Off-Peak","33","Birmingham New Street","London St Pancras","2024-02-06","04:30:00","05:50:00","05:50:00","On Time","None","No"
"0261c141-0b0e-4558-bab6","2024-02-07","23:14:31","Station","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-02-08","00:30:00","02:20:00","02:20:00","On Time","None","No"
"0261dfe3-caaa-48c5-b3c2","2024-01-31","06:00:29","Station","Contactless","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-14","04:30:00","05:50:00","05:50:00","On Time","None","No"
"026286a1-1322-4ba5-a828","2024-01-24","14:38:37","Station","Credit Card","Adult","Standard","Anytime","9","London Euston","Birmingham New Street","2024-01-24","16:00:00","17:20:00","17:20:00","On Time","None","No"
"026947ad-befe-451e-a7ea","2024-01-14","06:44:55","Station","Credit Card","None","Standard","Off-Peak","113","Liverpool Lime Street","London Euston","2024-01-14","08:00:00","10:15:00","11:04:00","Delayed","Weather","No"
"026b2ffc-dcf8-418a-aba8","2024-01-16","14:25:15","Online","Contactless","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-01-16","15:45:00","16:15:00","16:15:00","On Time","None","No"
"026cb43a-9ed4-4b89-b882","2024-02-01","16:02:36","Station","Credit Card","Adult","Standard","Anytime","9","London Euston","Birmingham New Street","2024-02-01","17:45:00","19:05:00","19:05:00","On Time","None","No"
"0270bac6-3d8c-49dc-9a4f","2024-01-14","23:51:22","Station","Credit Card","Adult","Standard","Advance","48","London Euston","Manchester Piccadilly","2024-01-15","22:15:00","00:05:00","00:05:00","On Time","None","No"
"0273b815-b7d2-437c-ba5a","2024-02-06","06:39:26","Station","Credit Card","None","Standard","Anytime","151","Liverpool Lime Street","London Euston","2024-02-06","08:00:00","10:15:00","11:02:00","Delayed","Weather","No"
"0276f08e-f534-4600-a6f0","2024-01-24","16:20:51","Station","Debit Card","Adult","Standard","Anytime","17","London Paddington","Reading","2024-01-24","17:45:00","18:45:00","18:45:00","On Time","None","No"
"02777e07-4699-4a42-9006","2024-02-11","03:54:54","Online","Credit Card","None","First Class","Advance","52","London Euston","Birmingham New Street","2024-02-18","02:15:00","03:35:00","03:35:00","On Time","None","No"
"027cca9a-8c69-4c9f-8288","2024-01-07","04:14:59","Online","Credit Card","None","Standard","Off-Peak","12","London St Pancras","Birmingham New Street","2024-01-07","05:30:00","06:50:00","06:50:00","On Time","None","No"
"02802077-4e18-44c3-ad44","2024-02-14","08:10:42","Online","Credit Card","Adult","Standard","Advance","4","London Euston","Birmingham New Street","2024-02-18","06:30:00","07:50:00","07:50:00","On Time","None","No"
"02813bac-367b-468a-84d6","2024-01-13","03:51:29","Online","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-01-14","02:15:00","03:35:00","03:35:00","On Time","None","No"
"028237e7-a98a-456b-bc42","2024-02-11","17:43:46","Station","Credit Card","Adult","Standard","Advance","4","London Euston","Birmingham New Street","2024-02-26","16:00:00","17:20:00","17:20:00","On Time","None","No"
"028499b0-5ce7-47da-80f0","2024-02-01","17:25:47","Online","Credit Card","Disabled","Standard","Advance","4","London Euston","Birmingham New Street","2024-02-02","15:45:00","17:05:00","17:05:00","On Time","None","No"
"02856102-8ef8-4f27-8b3f","2024-02-15","14:53:56","Online","Contactless","Adult","Standard","Anytime","15","Birmingham New Street","Manchester Piccadilly","2024-02-15","16:15:00","17:35:00","17:35:00","On Time","None","No"
"02897206-5c26-45ae-8439","2024-02-04","11:14:30","Online","Contactless","None","Standard","Off-Peak","5","Liverpool Lime Street","Manchester Piccadilly","2024-02-04","12:30:00","13:00:00","13:00:00","On Time","None","No"
"028c8c38-132a-4de9-ad4a","2024-02-07","18:13:55","Online","Credit Card","Senior","Standard","Anytime","31","London St Pancras","Leicester","2024-02-07","18:45:00","19:45:00","19:45:00","On Time","None","No"
"02914467-cdf3-4547-9176","2024-01-19","08:00:12","Station","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-20","06:30:00","07:50:00","07:50:00","On Time","None","No"
"029144ad-02cc-44f6-86a9","2024-01-05","15:06:59","Station","Contactless","Senior","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-01-06","13:30:00","14:00:00","14:00:00","On Time","None","No"
"0293c932-e140-44d1-ab9c","2024-01-12","13:30:47","Station","Credit Card","None","First Class","Off-Peak","41","London Paddington","Reading","2024-01-12","15:00:00","16:00:00","16:00:00","On Time","None","No"
"0295cd96-cde3-4876-98ba","2024-02-09","20:26:35","Online","Credit Card","Disabled","Standard","Advance","21","London St Pancras","Wolverhampton","2024-02-17","18:45:00","20:15:00","20:15:00","On Time","None","No"
"029a2309-8025-47df-866e","2024-02-04","13:45:40","Station","Credit Card","None","First Class","Advance","10","Manchester Piccadilly","Liverpool Lime Street","2024-02-05","12:15:00","12:45:00","12:45:00","On Time","None","No"
"02a24ceb-743f-4534-8d8a","2024-01-26","12:13:14","Station","Contactless","Senior","Standard","Off-Peak","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-26","13:30:00","14:00:00","14:00:00","On Time","None","No"
"02a3d749-ffd2-4161-b1be","2024-01-31","04:53:42","Station","Contactless","None","Standard","Anytime","70","London Kings Cross","York","2024-01-31","06:15:00","08:05:00","08:05:00","On Time","None","No"
"02a63615-b651-427a-ac2c","2024-01-15","08:29:53","Station","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-16","06:45:00","07:15:00","no infor","Cancelled","Traffic","No"
"02a766f8-220f-4a7d-bc55","2024-01-05","01:28:31","Station","Contactless","Adult","Standard","Off-Peak","13","London Paddington","Reading","2024-01-05","23:45:00","00:45:00","00:45:00","On Time","None","No"
"02b3269d-bba9-40ce-8681","2024-02-04","15:48:20","Station","Contactless","None","Standard","Advance","13","London Paddington","Reading","2024-02-23","14:15:00","15:15:00","15:15:00","On Time","None","No"
"02b4401e-8967-48ec-bb25","2024-02-12","09:10:27","Online","Credit Card","None","First Class","Advance","11","York","Doncaster","2024-02-13","07:30:00","08:00:00","08:00:00","On Time","None","No"
"02c4bbe2-8ddd-4cec-a655","2024-01-20","06:12:04","Online","Credit Card","None","Standard","Off-Peak","5","London Paddington","London Waterloo","2024-01-20","07:30:00","09:00:00","09:00:00","On Time","None","No"
"02c57c41-e180-4973-b152","2024-01-31","17:10:46","Station","Contactless","None","Standard","Anytime","13","London Euston","Birmingham New Street","2024-01-31","18:30:00","19:50:00","19:50:00","On Time","None","No"
"02d02b9b-6b26-4768-aece","2024-02-09","19:20:25","Online","Credit Card","Disabled","Standard","Advance","5","London St Pancras","Birmingham New Street","2024-02-10","17:45:00","19:05:00","19:05:00","On Time","None","No"
"02d11472-f9c1-4857-b140","2024-01-09","09:07:07","Online","Credit Card","None","Standard","Advance","34","York","Peterborough","2024-01-10","07:30:00","08:40:00","08:40:00","On Time","None","No"
"02d50bae-4aae-496b-a644","2024-02-04","05:05:49","Online","Debit Card","None","First Class","Off-Peak","162","London Euston","Manchester Piccadilly","2024-02-04","06:30:00","08:20:00","08:20:00","On Time","None","No"
"02e2597e-b464-4a9d-8b4c","2024-02-13","15:37:27","Station","Credit Card","None","Standard","Anytime","25","London Paddington","Reading","2024-02-13","17:00:00","18:00:00","18:00:00","On Time","None","No"
"02e2f847-e1ed-4c0b-9227","2024-02-02","08:00:58","Online","Credit Card","Disabled","Standard","Advance","15","Birmingham New Street","London St Pancras","2024-02-27","06:30:00","07:50:00","07:50:00","On Time","None","No"
"02e5bb8a-3bd1-4e78-a2e2","2024-01-25","00:28:28","Online","Contactless","None","Standard","Off-Peak","53","London Kings Cross","York","2024-01-25","01:45:00","03:35:00","03:35:00","On Time","None","No"
"02e75691-0be1-4d44-b7ed","2024-01-11","09:10:22","Online","Credit Card","None","First Class","Advance","52","London Euston","Birmingham New Street","2024-01-12","07:30:00","08:50:00","08:50:00","On Time","None","No"
"02ea45fe-5c46-4fc9-9e18","2024-02-05","21:35:16","Station","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-06","20:00:00","21:20:00","21:20:00","On Time","None","No"
"02f1e810-9b55-4f08-b68f","2024-01-14","05:10:09","Online","Credit Card","Disabled","First Class","Off-Peak","59","Birmingham New Street","London St Pancras","2024-01-14","06:30:00","07:50:00","07:50:00","On Time","None","No"
"02f7b18e-e275-4772-9885","2024-01-15","12:45:11","Online","Contactless","Disabled","Standard","Advance","4","London Euston","Birmingham New Street","2024-01-16","11:15:00","12:35:00","12:35:00","On Time","None","No"
"02f7e6a7-b276-4ba4-a8c0","2024-01-23","17:10:37","Online","Credit Card","Disabled","Standard","Advance","4","London Euston","Birmingham New Street","2024-01-24","15:30:00","16:50:00","16:50:00","On Time","None","No"
"030382a8-0a5b-40d1-ac89","2024-01-05","14:04:35","Online","Credit Card","Disabled","Standard","Off-Peak","7","London Euston","Birmingham New Street","2024-01-05","15:30:00","16:50:00","16:50:00","On Time","None","No"
"0316b470-4340-40c6-aa58","2024-01-06","06:59:12","Station","Credit Card","None","Standard","Off-Peak","5","York","Leeds","2024-01-06","08:15:00","08:40:00","08:40:00","On Time","None","No"
"0318d841-4633-4bf9-aa23","2024-01-06","13:21:55","Online","Credit Card","None","First Class","Off-Peak","63","Birmingham New Street","Reading","2024-01-06","14:45:00","16:15:00","16:15:00","On Time","None","No"
"031a6f4d-d730-43f4-b582","2024-01-28","09:10:27","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-01-29","07:30:00","09:20:00","09:20:00","On Time","None","No"
"031d3802-7384-4987-8250","2024-01-22","17:27:04","Online","Credit Card","None","Standard","Anytime","16","London St Pancras","Birmingham New Street","2024-01-22","18:45:00","20:05:00","20:05:00","On Time","None","No"
"0323dcd3-f24d-4fb1-aaf2","2024-02-14","12:47:43","Online","Credit Card","Adult","Standard","Advance","2","Liverpool Lime Street","Manchester Piccadilly","2024-02-24","11:15:00","11:45:00","11:55:00","Delayed","Technical Issue","No"
"03326801-92da-4bd0-9191","2024-01-23","20:16:52","Online","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-01-24","18:45:00","19:45:00","19:45:00","On Time","None","No"
"0335d069-a6d5-4f89-b46d","2024-01-26","05:40:46","Online","Credit Card","None","First Class","Advance","10","Liverpool Lime Street","Manchester Piccadilly","2024-01-27","04:00:00","04:30:00","04:30:00","On Time","None","No"
"03382516-75de-4530-aa14","2024-01-08","05:16:01","Station","Contactless","None","Standard","Anytime","16","London St Pancras","Birmingham New Street","2024-01-08","06:45:00","08:05:00","08:05:00","On Time","None","No"
"0338e6b6-95a1-4ad0-927f","2024-02-11","03:48:13","Online","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-02-23","02:15:00","03:35:00","03:35:00","On Time","None","No"
"033e77ff-86b1-4ae0-815e","2024-02-02","21:54:56","Station","Contactless","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-13","20:15:00","20:45:00","20:45:00","On Time","None","No"
"033f47de-0d23-46df-a523","2024-01-31","11:34:36","Online","Contactless","Adult","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-02-01","10:00:00","10:30:00","10:30:00","On Time","None","No"
"0347d252-51cd-4bd7-b9b1","2024-02-02","16:43:53","Station","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-02-03","15:00:00","16:00:00","16:00:00","On Time","None","No"
"03591e8d-561f-4f52-b269","2024-01-24","06:05:54","Online","Credit Card","None","Standard","Anytime","6","London Paddington","London Waterloo","2024-01-24","07:30:00","09:00:00","09:00:00","On Time","None","No"
"03615e61-9aa8-4826-8016","2024-01-21","20:15:34","Online","Credit Card","Senior","Standard","Advance","6","Liverpool Lime Street","Crewe","2024-01-22","18:45:00","19:20:00","19:20:00","On Time","None","No"
"036e2e0f-3ff8-4fe4-a9f7","2024-01-14","07:21:47","Online","Contactless","None","Standard","Off-Peak","19","London Paddington","Reading","2024-01-14","08:45:00","09:45:00","09:45:00","On Time","None","No"
"03719b7d-ad9f-4a52-9c13","2024-01-19","09:34:37","Station","Credit Card","None","Standard","Advance","76","Liverpool Lime Street","London Euston","2024-01-20","08:00:00","10:15:00","11:04:00","Delayed","Weather","No"
"0371a558-0610-4352-b36b","2024-01-31","17:21:20","Online","Credit Card","None","Standard","Anytime","16","London St Pancras","Birmingham New Street","2024-01-31","18:45:00","20:05:00","20:05:00","On Time","None","No"
"037215fd-4184-47c7-baee","2024-01-26","06:31:36","Station","Credit Card","None","Standard","Anytime","168","Manchester Piccadilly","London Euston","2024-01-26","08:00:00","09:50:00","10:31:00","Delayed","Weather","No"
"037a6dff-5348-4fc0-ab22","2024-02-04","20:18:25","Online","Credit Card","None","First Class","Advance","54","London St Pancras","Birmingham New Street","2024-02-29","18:45:00","20:05:00","20:05:00","On Time","None","No"
"037eae67-521a-4322-a8e1","2024-01-18","06:47:06","Online","Credit Card","None","First Class","Anytime","29","Manchester Piccadilly","Leeds","2024-01-18","08:15:00","09:00:00","09:00:00","On Time","None","No"
"0381d9f0-2588-4d30-a21c","2024-01-08","18:34:47","Online","Credit Card","Adult","First Class","Off-Peak","52","London Euston","Birmingham New Street","2024-01-08","20:00:00","21:20:00","21:20:00","On Time","None","No"
"0386954a-2804-439c-b243","2024-01-17","04:47:36","Station","Contactless","None","Standard","Anytime","5","Manchester Piccadilly","Liverpool Lime Street","2024-01-17","06:15:00","06:45:00","06:45:00","On Time","None","No"
"038758a2-ffae-455a-b3ef","2024-02-03","03:34:26","Online","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-24","02:00:00","02:30:00","02:30:00","On Time","None","No"
"038d2b7c-a3ec-43a3-8c25","2024-02-11","07:47:31","Online","Contactless","Adult","Standard","Advance","23","London Kings Cross","York","2024-02-23","06:15:00","08:05:00","08:05:00","On Time","None","No"
"038df70d-bd22-4586-9c45","2024-01-11","08:22:53","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-01-12","07:45:00","09:35:00","09:35:00","On Time","None","No"
"03911222-2349-48a1-9323","2024-01-23","07:54:16","Online","Debit Card","Senior","Standard","Advance","3","Reading","Didcot","2024-01-24","06:15:00","06:30:00","06:30:00","On Time","None","No"
"03912d5e-6e95-42eb-be8f","2024-01-18","11:13:58","Online","Contactless","Disabled","Standard","Off-Peak","7","London Euston","Birmingham New Street","2024-01-18","12:30:00","13:50:00","13:50:00","On Time","None","No"
"0394eb86-0d3c-4caf-b6a5","2024-01-25","03:04:15","Station","Contactless","None","Standard","Off-Peak","12","London St Pancras","Birmingham New Street","2024-01-25","04:30:00","05:50:00","05:50:00","On Time","None","No"
"0396bf40-bae7-4159-9431","2024-02-12","19:33:57","Station","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-02-19","17:45:00","18:15:00","18:15:00","On Time","None","No"
"039753e2-d144-468a-8355","2024-01-11","21:33:47","Online","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-01-12","20:00:00","21:20:00","21:20:00","On Time","None","No"
