ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
435.0,male,group C,some college,free/reduced,completed,50.0,48.0,53.0
436.0,male,group D,associate's degree,standard,none,75.0,68.0,64.0
437.0,male,group D,associate's degree,free/reduced,none,75.0,66.0,73.0
438.0,male,group C,high school,standard,none,70.0,56.0,51.0
439.0,male,group D,some high school,standard,completed,89.0,88.0,82.0
440.0,female,group C,some college,standard,completed,67.0,81.0,79.0
441.0,female,group D,high school,standard,none,78.0,81.0,80.0
442.0,female,group A,some high school,free/reduced,none,59.0,73.0,69.0
443.0,female,group B,associate's degree,standard,none,73.0,83.0,76.0
444.0,male,group A,some high school,free/reduced,none,79.0,82.0,73.0
445.0,female,group C,some high school,standard,completed,67.0,74.0,77.0
446.0,male,group D,some college,free/reduced,none,69.0,66.0,60.0
447.0,male,group C,high school,standard,completed,86.0,81.0,80.0
448.0,male,group B,high school,standard,none,47.0,46.0,42.0
449.0,male,group B,associate's degree,standard,none,81.0,73.0,72.0
450.0,female,group C,some college,free/reduced,completed,64.0,85.0,85.0
451.0,female,group E,some college,standard,none,100.0,92.0,97.0
452.0,female,group C,associate's degree,free/reduced,none,65.0,77.0,74.0
453.0,male,group C,some college,free/reduced,none,65.0,58.0,49.0
454.0,female,group C,associate's degree,free/reduced,none,53.0,61.0,62.0
455.0,male,group C,bachelor's degree,free/reduced,none,37.0,56.0,47.0
456.0,female,group D,bachelor's degree,standard,none,79.0,89.0,89.0
457.0,male,group D,associate's degree,free/reduced,none,53.0,54.0,48.0
458.0,female,group E,bachelor's degree,standard,none,100.0,100.0,100.0
459.0,male,group B,high school,standard,completed,72.0,65.0,68.0
460.0,male,group C,bachelor's degree,free/reduced,none,53.0,58.0,55.0
461.0,male,group B,some college,free/reduced,none,54.0,54.0,45.0
462.0,female,group E,some college,standard,none,71.0,70.0,76.0
463.0,female,group C,some college,free/reduced,none,77.0,90.0,91.0
464.0,male,group A,bachelor's degree,standard,completed,75.0,58.0,62.0
465.0,female,group C,some college,standard,none,84.0,87.0,91.0
466.0,female,group D,associate's degree,free/reduced,none,26.0,31.0,38.0
467.0,male,group A,high school,free/reduced,completed,72.0,67.0,65.0
468.0,female,group A,high school,free/reduced,completed,77.0,88.0,85.0
469.0,male,group C,some college,standard,none,91.0,74.0,76.0
470.0,female,group C,associate's degree,standard,completed,83.0,85.0,90.0
471.0,female,group C,high school,standard,none,63.0,69.0,74.0
472.0,female,group C,associate's degree,standard,completed,68.0,86.0,84.0
473.0,female,group D,some high school,standard,none,59.0,67.0,61.0
474.0,female,group B,associate's degree,standard,completed,90.0,90.0,91.0
475.0,female,group D,bachelor's degree,standard,completed,71.0,76.0,83.0
476.0,male,group E,bachelor's degree,standard,completed,76.0,62.0,66.0
477.0,male,group D,associate's degree,standard,none,80.0,68.0,72.0
478.0,female,group D,master's degree,standard,none,55.0,64.0,70.0
479.0,male,group E,associate's degree,standard,none,76.0,71.0,67.0
480.0,male,group B,high school,standard,completed,73.0,71.0,68.0
481.0,female,group D,associate's degree,free/reduced,none,52.0,59.0,56.0
482.0,male,group C,some college,free/reduced,none,68.0,68.0,61.0
483.0,male,group A,high school,standard,none,59.0,52.0,46.0
484.0,female,group B,associate's degree,standard,none,49.0,52.0,54.0
485.0,male,group C,high school,standard,none,70.0,74.0,71.0
486.0,male,group D,some college,free/reduced,none,61.0,47.0,56.0
487.0,female,group C,associate's degree,free/reduced,none,60.0,75.0,74.0
488.0,male,group B,some high school,standard,completed,64.0,53.0,57.0
489.0,male,group A,associate's degree,free/reduced,completed,79.0,82.0,82.0
490.0,female,group A,associate's degree,free/reduced,none,65.0,85.0,76.0
491.0,female,group C,associate's degree,standard,none,64.0,64.0,70.0
492.0,female,group C,some college,standard,none,83.0,83.0,90.0
493.0,female,group C,bachelor's degree,standard,none,81.0,88.0,90.0
494.0,female,group B,high school,standard,none,54.0,64.0,68.0
495.0,male,group D,high school,standard,completed,68.0,64.0,66.0
496.0,female,group C,some college,standard,none,54.0,48.0,52.0
497.0,female,group D,some college,free/reduced,completed,59.0,78.0,76.0
498.0,female,group B,some high school,standard,none,66.0,69.0,68.0
499.0,male,group E,some college,standard,none,76.0,71.0,72.0
500.0,female,group D,master's degree,standard,none,74.0,79.0,82.0
501.0,female,group B,associate's degree,standard,completed,94.0,87.0,92.0
502.0,male,group C,some college,free/reduced,none,63.0,61.0,54.0
503.0,female,group E,associate's degree,standard,completed,95.0,89.0,92.0
504.0,female,group D,master's degree,free/reduced,none,40.0,59.0,54.0
505.0,female,group B,some high school,standard,none,82.0,82.0,80.0
506.0,male,group A,high school,standard,none,68.0,70.0,66.0
507.0,male,group B,bachelor's degree,free/reduced,none,55.0,59.0,54.0
508.0,male,group C,master's degree,standard,none,79.0,78.0,77.0
509.0,female,group C,bachelor's degree,standard,none,86.0,92.0,87.0
510.0,male,group D,some college,standard,none,76.0,71.0,73.0
511.0,male,group A,some high school,standard,none,64.0,50.0,43.0
512.0,male,group D,some high school,free/reduced,none,62.0,49.0,52.0
513.0,female,group B,some high school,standard,completed,54.0,61.0,62.0
514.0,female,group B,master's degree,free/reduced,completed,77.0,97.0,94.0
515.0,female,group C,some high school,standard,completed,76.0,87.0,85.0
516.0,female,group D,some college,standard,none,74.0,89.0,84.0
517.0,female,group E,some college,standard,completed,66.0,74.0,73.0
518.0,female,group D,some high school,standard,completed,66.0,78.0,78.0
519.0,female,group B,high school,free/reduced,completed,67.0,78.0,79.0
520.0,male,group D,some college,standard,none,71.0,49.0,52.0
521.0,female,group C,associate's degree,standard,none,91.0,86.0,84.0
522.0,male,group D,bachelor's degree,standard,none,69.0,58.0,57.0
523.0,male,group C,master's degree,free/reduced,none,54.0,59.0,50.0
524.0,male,group C,high school,standard,completed,53.0,52.0,49.0
525.0,male,group E,some college,standard,none,68.0,60.0,59.0
526.0,male,group C,some high school,free/reduced,completed,56.0,61.0,60.0
527.0,female,group C,high school,free/reduced,none,36.0,53.0,43.0
528.0,female,group D,bachelor's degree,free/reduced,none,29.0,41.0,47.0
529.0,female,group C,associate's degree,standard,none,62.0,74.0,70.0
530.0,female,group C,associate's degree,standard,completed,68.0,67.0,73.0
531.0,female,group C,some high school,standard,none,47.0,54.0,53.0
532.0,male,group E,associate's degree,standard,completed,62.0,61.0,58.0
533.0,female,group E,associate's degree,standard,completed,79.0,88.0,94.0
534.0,male,group B,high school,standard,completed,73.0,69.0,68.0
535.0,female,group C,bachelor's degree,free/reduced,completed,66.0,83.0,83.0
536.0,male,group C,associate's degree,standard,completed,51.0,60.0,58.0
537.0,female,group D,high school,standard,none,51.0,66.0,62.0
538.0,male,group E,bachelor's degree,standard,completed,85.0,66.0,71.0
539.0,male,group A,associate's degree,standard,completed,97.0,92.0,86.0
540.0,male,group C,high school,standard,completed,75.0,69.0,68.0
541.0,male,group D,associate's degree,free/reduced,completed,79.0,82.0,80.0
542.0,female,group C,associate's degree,standard,none,81.0,77.0,79.0
543.0,female,group D,associate's degree,standard,none,82.0,95.0,89.0
544.0,female,group D,master's degree,standard,none,64.0,63.0,66.0
545.0,male,group E,some high school,free/reduced,completed,78.0,83.0,80.0
546.0,female,group A,some high school,standard,completed,92.0,100.0,97.0
547.0,male,group C,high school,standard,completed,72.0,67.0,64.0
548.0,female,group C,high school,free/reduced,none,62.0,67.0,64.0
549.0,male,group C,master's degree,standard,none,79.0,72.0,69.0
550.0,male,group C,some high school,free/reduced,none,79.0,76.0,65.0
551.0,male,group B,bachelor's degree,free/reduced,completed,87.0,90.0,88.0
552.0,female,group B,associate's degree,standard,none,40.0,48.0,50.0
553.0,male,group D,some college,free/reduced,none,77.0,62.0,64.0
554.0,male,group E,associate's degree,standard,none,53.0,45.0,40.0
555.0,female,group C,some college,free/reduced,none,32.0,39.0,33.0
556.0,female,group C,associate's degree,standard,completed,55.0,72.0,79.0
557.0,male,group C,master's degree,free/reduced,none,61.0,67.0,66.0
558.0,female,group B,associate's degree,free/reduced,none,53.0,70.0,70.0
559.0,male,group D,some high school,standard,none,73.0,66.0,62.0
560.0,female,group D,some college,standard,completed,74.0,75.0,79.0
561.0,female,group C,some college,standard,none,63.0,74.0,74.0
562.0,male,group C,bachelor's degree,standard,completed,96.0,90.0,92.0
563.0,female,group D,some college,free/reduced,completed,63.0,80.0,80.0
564.0,male,group B,bachelor's degree,free/reduced,none,48.0,51.0,46.0
565.0,male,group B,associate's degree,standard,none,48.0,43.0,45.0
566.0,female,group E,bachelor's degree,free/reduced,completed,92.0,100.0,100.0
567.0,female,group D,master's degree,free/reduced,completed,61.0,71.0,78.0
568.0,male,group B,high school,free/reduced,none,63.0,48.0,47.0
569.0,male,group D,bachelor's degree,free/reduced,none,68.0,68.0,67.0
570.0,male,group B,some college,standard,completed,71.0,75.0,70.0
571.0,male,group A,bachelor's degree,standard,none,91.0,96.0,92.0
572.0,female,group C,some college,standard,none,53.0,62.0,56.0
573.0,female,group C,high school,free/reduced,completed,50.0,66.0,64.0
574.0,female,group E,high school,standard,none,74.0,81.0,71.0
575.0,male,group A,associate's degree,free/reduced,completed,40.0,55.0,53.0
576.0,male,group A,some college,standard,completed,61.0,51.0,52.0
577.0,female,group B,high school,standard,none,81.0,91.0,89.0
578.0,female,group B,some college,free/reduced,completed,48.0,56.0,58.0
579.0,female,group D,master's degree,standard,none,53.0,61.0,68.0
580.0,female,group D,some high school,standard,none,81.0,97.0,96.0
581.0,female,group E,some high school,standard,none,77.0,79.0,80.0
582.0,female,group D,bachelor's degree,free/reduced,none,63.0,73.0,78.0
583.0,female,group D,associate's degree,standard,completed,73.0,75.0,80.0
584.0,female,group D,some college,standard,none,69.0,77.0,77.0
585.0,female,group C,associate's degree,standard,none,65.0,76.0,76.0
586.0,female,group A,high school,standard,none,55.0,73.0,73.0
587.0,female,group C,bachelor's degree,free/reduced,none,44.0,63.0,62.0
588.0,female,group C,some college,standard,none,54.0,64.0,65.0
589.0,female,group A,some high school,standard,none,48.0,66.0,65.0
590.0,male,group C,some college,free/reduced,none,58.0,57.0,54.0
591.0,male,group A,some high school,standard,none,71.0,62.0,50.0
592.0,male,group E,bachelor's degree,standard,none,68.0,68.0,64.0
593.0,female,group E,high school,standard,none,74.0,76.0,73.0
594.0,female,group C,bachelor's degree,standard,completed,92.0,100.0,99.0
595.0,female,group C,bachelor's degree,standard,completed,56.0,79.0,72.0
596.0,male,group B,high school,free/reduced,none,30.0,24.0,15.0
597.0,male,group A,some high school,standard,none,53.0,54.0,48.0
598.0,female,group D,high school,standard,none,69.0,77.0,73.0
599.0,female,group D,some high school,standard,none,65.0,82.0,81.0
600.0,female,group D,master's degree,standard,none,54.0,60.0,63.0
601.0,female,group C,high school,standard,none,29.0,29.0,30.0
602.0,female,group E,some college,standard,none,76.0,78.0,80.0
603.0,male,group D,high school,free/reduced,none,60.0,57.0,51.0
604.0,male,group D,master's degree,free/reduced,completed,84.0,89.0,90.0
605.0,male,group C,some high school,standard,none,75.0,72.0,62.0
606.0,female,group C,associate's degree,standard,none,85.0,84.0,82.0
607.0,female,group C,master's degree,free/reduced,none,40.0,58.0,54.0
608.0,female,group E,some college,standard,none,61.0,64.0,62.0
609.0,female,group B,associate's degree,standard,none,58.0,63.0,65.0
610.0,male,group D,some college,free/reduced,completed,69.0,60.0,63.0
611.0,female,group C,some college,standard,none,58.0,59.0,66.0
612.0,male,group C,bachelor's degree,standard,completed,94.0,90.0,91.0
613.0,female,group C,associate's degree,standard,none,65.0,77.0,74.0
614.0,female,group A,associate's degree,standard,none,82.0,93.0,93.0
615.0,female,group C,high school,standard,none,60.0,68.0,72.0
616.0,female,group E,bachelor's degree,standard,none,37.0,45.0,38.0
617.0,male,group D,bachelor's degree,standard,none,88.0,78.0,83.0
618.0,male,group D,master's degree,standard,none,95.0,81.0,84.0
619.0,male,group C,associate's degree,free/reduced,completed,65.0,73.0,68.0
620.0,female,group C,high school,free/reduced,none,35.0,61.0,54.0
621.0,male,group B,bachelor's degree,free/reduced,none,62.0,63.0,56.0
622.0,male,group C,high school,free/reduced,completed,58.0,51.0,52.0
623.0,male,group A,some college,standard,completed,100.0,96.0,86.0
624.0,female,group E,bachelor's degree,free/reduced,none,61.0,58.0,62.0
625.0,male,group D,some college,standard,completed,100.0,97.0,99.0
626.0,male,group B,associate's degree,free/reduced,completed,69.0,70.0,63.0
627.0,male,group D,associate's degree,standard,none,61.0,48.0,46.0
628.0,male,group D,some college,free/reduced,none,49.0,57.0,46.0
629.0,female,group C,some high school,standard,completed,44.0,51.0,55.0
630.0,male,group D,some college,standard,none,67.0,64.0,70.0
631.0,male,group B,high school,standard,none,79.0,60.0,65.0
632.0,female,group B,bachelor's degree,standard,completed,66.0,74.0,81.0
633.0,female,group C,high school,standard,none,75.0,88.0,85.0
634.0,male,group D,some high school,standard,none,84.0,84.0,80.0
635.0,male,group A,high school,standard,none,71.0,74.0,64.0
636.0,female,group B,high school,free/reduced,completed,67.0,80.0,81.0
637.0,female,group D,some high school,standard,completed,80.0,92.0,88.0
638.0,male,group E,some college,standard,none,86.0,76.0,74.0
639.0,female,group D,associate's degree,standard,none,76.0,74.0,73.0
640.0,male,group D,high school,standard,none,41.0,52.0,51.0
641.0,female,group D,associate's degree,free/reduced,completed,74.0,88.0,90.0
642.0,female,group B,some high school,free/reduced,none,72.0,81.0,79.0
643.0,female,group E,high school,standard,completed,74.0,79.0,80.0
644.0,male,group B,high school,standard,none,70.0,65.0,60.0
645.0,female,group B,bachelor's degree,standard,completed,65.0,81.0,81.0
646.0,female,group D,associate's degree,standard,none,59.0,70.0,65.0
647.0,female,group E,high school,free/reduced,none,64.0,62.0,68.0
648.0,female,group B,high school,standard,none,50.0,53.0,55.0
649.0,female,group D,some college,standard,completed,69.0,79.0,81.0
650.0,male,group C,some high school,free/reduced,completed,51.0,56.0,53.0
651.0,female,group A,high school,standard,completed,68.0,80.0,76.0
652.0,female,group D,some college,standard,completed,85.0,86.0,98.0
653.0,female,group A,associate's degree,standard,completed,65.0,70.0,74.0
